"","SRR11647688","SRR11647689","SRR11647690","SRR11647699","SRR11647700","SRR11647701"
"ENSG00000004468.14",7.88978719845248,7.27877366990671,7.38288261340263,6.7600059392259,6.10618110850085,6.45424039357463
"ENSG00000004478.9",10.428001386635,10.2661889234186,10.1940547471756,9.55789500270057,10.6294313714594,10.6161053966924
"ENSG00000004487.19",9.9962091306955,9.24886341497936,9.63837925946568,9.75575267194892,10.6701724689754,10.6740591309638
"ENSG00000004534.16",11.0415479269412,10.0804122573367,10.1308795120348,10.345221781257,9.88031715724474,9.34695158426458
"ENSG00000004660.16",7.22231947968013,7.1306608263669,7.30136224327904,7.1595500792814,7.12223625507787,8.29992273222741
"ENSG00000004700.17",8.89665707846347,8.70631405673067,8.22599721578379,9.46260005608717,8.78770242168967,8.42132485685344
"ENSG00000004766.18",9.30090900079194,9.16401891382547,8.80530880818512,8.94403569806188,8.61948005703988,8.36997565001936
"ENSG00000004776.14",7.54020682124818,8.64315218499314,8.4209344930319,5.83125702155101,6.46069648390119,5.23011526800597
"ENSG00000004777.19",6.42265979903555,6.17004522412106,6.97720737300843,6.64946881527413,7.37636264193059,7.71267312566394
"ENSG00000004779.11",8.32720395080801,8.50387628897457,9.07100198365397,8.98029907904766,9.48072509225402,9.71057646190883
"ENSG00000004799.9",10.9264387843344,10.5376094097653,9.5865635436696,7.81907216987314,7.36703774546223,6.45424039357463
"ENSG00000004809.15",4.79303794540794,4.31581963786253,4.77190237463008,4.7626416636665,4.88720414397386,4.84951815550094
"ENSG00000004838.15",4.31581963786253,4.7692290120933,4.95818779662526,4.94524610850413,4.97419053007478,4.84951815550094
"ENSG00000004846.17",4.79303794540794,4.7692290120933,4.31581963786253,5.01817766908508,4.97419053007478,4.62511792755211
"ENSG00000004864.15",8.81079090128764,8.34960332210895,8.41668980350424,8.56477011535417,8.78770242168967,8.5368241721983
"ENSG00000004866.23",7.85570312794384,8.46785050696497,7.91826664679752,8.1978575928786,8.4682260035007,7.58600633526274
"ENSG00000004897.13",10.1451708997391,9.76716219658505,9.85406517814729,10.5973950694107,10.5361467002181,10.0148535865188
"ENSG00000004948.17",4.79303794540794,4.95445244886591,4.77190237463008,5.61708853598677,5.05034529334936,5.00226334815111
"ENSG00000004961.16",8.49982124906195,8.2013050767218,8.10968630859402,8.45391716467712,8.51070342488093,8.38198988002696
"ENSG00000004975.13",7.98109561734386,8.32742085431665,8.36033297066053,8.09949767641887,8.80144046249453,9.48481033561903
"ENSG00000005001.11",9.22598743081709,8.08433443634355,8.4335936410258,6.37861073081571,5.39197858643026,7.42355736677926
"ENSG00000005007.15",9.43081084534188,9.56844468831493,9.65284782812169,9.34780455746849,9.53921593102701,9.1922166445841
"ENSG00000005020.14",9.85426774978485,9.90641329789719,9.5051688908506,10.2941273458988,8.68396709846049,9.24784878668063
"ENSG00000005022.7",11.0565224348957,11.4391464705585,11.6323639175284,11.2713354270586,11.7494944422685,10.9898278697373
"ENSG00000005059.17",7.8487871546354,7.79115175265436,9.12911362685697,8.59390067180409,9.25997196730605,7.17589640037893
"ENSG00000005073.6",4.31581963786253,4.31581963786253,4.31581963786253,5.29976107688448,5.181302787822,4.62511792755211
"ENSG00000005075.17",8.77857865170189,8.98899066471511,8.93542478593041,8.85968529128552,9.21965026739753,8.91261778224357
"ENSG00000005100.13",8.49982124906195,8.0790248037338,8.49526474961615,8.59390067180409,9.14086066446653,8.36594840737156
"ENSG00000005102.15",7.02508243663809,7.37819331783107,7.72492368937486,5.34588424685296,6.26436440039181,6.30215633467067
"ENSG00000005108.17",7.24378374478206,6.77604021879352,7.10109432273756,7.41255863347699,6.63123702509899,6.18962830502206
"ENSG00000005156.13",8.55585180148316,8.18163809865664,8.14609809061616,8.13965794787403,8.23460692003615,8.60668883905061
"ENSG00000005175.11",9.73269252741066,9.17149048640208,8.99915424031912,9.7314344849525,9.43744228377927,9.62076507207118
"ENSG00000005187.13",6.49857727964609,7.57338155475836,5.96799655690472,5.74458310460963,5.67388517919181,6.12931236554387
"ENSG00000005189.21",6.85255136016487,7.10966292354297,7.02355647632981,6.32435218124133,7.08836696955463,6.94228962722632
"ENSG00000005194.16",8.61789513251584,8.37577651979037,8.65864030959528,8.88050342657337,9.18865004538037,8.92086081946241
"ENSG00000005206.18",7.23309295374968,7.7714809795825,8.03395209250149,7.66189626391003,7.65380906571993,7.01766792220551
"ENSG00000005238.21",8.68511396323126,8.58830780593954,8.06690299547533,8.05817482062857,7.81930214929225,7.257559001902
"ENSG00000005243.11",6.55275649679985,7.6328669917357,7.40903509264787,8.88345298637578,8.90685867000544,7.45452231093826
"ENSG00000005249.15",8.8933191305248,9.25590836364738,8.92948867095964,8.24461021969435,7.70625253383296,7.52179732631831
"ENSG00000005302.19",9.37929405545916,8.85304140953734,9.13170011326849,9.3689863593882,8.80485454767737,9.24784878668063
"ENSG00000005339.15",10.7442168194197,10.0044210315727,9.50117583870619,10.2342511328762,8.69505247914993,11.0703352755072
"ENSG00000005379.17",7.33648491791303,7.48726550110158,6.95343259480657,6.7600059392259,6.2429591609782,6.77777362455207
"ENSG00000005381.9",5.19884119707719,4.95445244886591,5.16051276382593,5.25100575812387,4.64714037459381,4.62511792755211
"ENSG00000005421.10",4.98770101601255,4.95445244886591,5.31953784629886,4.63239926894253,4.31581963786253,4.31581963786253
"ENSG00000005436.15",8.65387322601928,8.15666756394669,8.31997559980822,8.10457991810303,8.58412961353258,8.03632474969999
"ENSG00000005448.18",6.03734008324145,6.92907322397459,6.45085675727337,6.60554107376134,7.17690763575758,7.7627930320662
"ENSG00000005469.13",9.68335593422247,8.89579457118115,9.26488790625098,8.79535812228951,8.1017358234223,7.91996682527678
"ENSG00000005471.20",6.18727896840323,5.79420245318037,5.74117606093827,6.36077862166553,5.34395653324222,5.62157614941604
"ENSG00000005483.23",11.5184707155208,11.524671629479,11.2849475204973,11.514843463918,11.2655686463468,11.1395510654336
"ENSG00000005486.18",7.90319536595361,8.6890459585502,8.64420336830838,8.75404349501915,8.85840486174368,9.03409556306775
"ENSG00000005513.11",5.31281631320794,6.05746373847286,5.49447805494638,5.1436867601751,5.11876742580862,5.27785716504955
"ENSG00000005700.16",10.5818771409092,10.0751151662927,9.34283570701965,10.0194579750114,9.63618683448776,9.41267113393881
"ENSG00000005801.19",8.81079090128764,8.48797647286935,8.63693008584507,8.23538117952708,8.47682275789791,9.18539395877769
"ENSG00000005810.21",11.8429915208239,10.4513260440674,10.1678574896489,9.75735938673561,11.9202272719769,10.0390045727653
"ENSG00000005812.12",10.4199171038021,10.0591061075564,9.72822115662788,10.0181185178241,12.3820574012055,9.8392224020166
"ENSG00000005844.20",7.70288440622398,7.99691349805325,8.46270394496079,7.61256365414278,7.46635425636634,7.06908744229479
"ENSG00000005882.13",6.90799281565628,7.53488875856626,7.54084630829801,7.08839700273053,7.40397092361887,7.33470283265138
"ENSG00000005884.19",9.66000269557155,9.24650741666257,9.54450222074995,10.1897371105765,10.4860785050588,9.70740680210941
"ENSG00000005889.17",9.93592312190438,8.77010226755085,8.74234041846255,9.27111378795001,8.62721885399627,9.5814817304014
"ENSG00000005893.18",11.8395328858879,11.5568459941922,11.3749207697889,11.73661814536,11.1828679062947,11.3497197278563
"ENSG00000005961.20",5.19884119707719,5.3605623345872,5.64252761554933,5.74458310460963,5.43759853706555,5.62157614941604
"ENSG00000005981.14",4.89898034367673,5.15565745092698,4.77190237463008,4.63239926894253,4.31581963786253,4.31581963786253
"ENSG00000006007.13",9.47163203883759,9.78187115346394,9.77691579255257,10.0380808634006,9.82263073315939,9.70899250347925
"ENSG00000006015.19",6.74972287206251,7.87950956560741,8.26433245597221,7.86181754412382,8.05646650353852,7.38386555595951
"ENSG00000006016.13",5.76952192112402,6.90473273888687,7.31065816973751,7.12950230501864,6.3857250184914,6.97510280625262
"ENSG00000006025.14",6.65487225532541,7.42115224265186,7.05732185603062,6.7600059392259,6.32648806852429,6.72685194207818
"ENSG00000006042.13",8.11371434229679,9.8172067924918,8.54276031380524,9.38778720200218,8.82852869505504,9.64250392668483
"ENSG00000006047.14",4.65402947732623,5.4878726244903,5.03256257932721,5.61708853598677,4.97419053007478,5.0664006028227
"ENSG00000006059.4",5.31281631320794,5.3605623345872,5.45372891858186,4.63239926894253,4.31581963786253,4.93093187478662
"ENSG00000006062.19",7.79940921257911,7.37819331783107,7.7657558505736,7.42899413204921,6.87891002886543,6.72685194207818
"ENSG00000006071.16",4.65402947732623,5.79420245318037,4.31581963786253,4.31581963786253,4.31581963786253,6.37197858401498
"ENSG00000006118.15",6.98715213418123,7.30659648473987,8.93542478593041,9.53746430072131,9.01099375131066,8.90709605164989
"ENSG00000006125.19",10.7076861965144,10.9245326568662,10.3115233356475,11.2110835691293,11.106916319914,11.0542152187068
"ENSG00000006194.12",8.15345166178311,8.47593482739072,8.30166721617685,8.34667426545538,9.03734183150433,9.15777512505838
"ENSG00000006210.7",8.39498696903417,8.5505446881639,8.71497883869397,6.56010897511347,6.93114947769333,8.67005112699097
"ENSG00000006282.23",7.52285885709947,8.66451635510361,8.58495823241868,8.37214474294392,8.69136685239719,8.57914983127914
"ENSG00000006283.18",5.13510606210382,5.09488331627342,5.09940456516158,4.63239926894253,5.23915728879762,4.84951815550094
"ENSG00000006327.15",6.01044229983477,6.95298806729789,7.14352394723904,9.43675496012553,9.57958731734587,8.47089750143569
"ENSG00000006377.11",4.65402947732623,4.63708536597527,4.31581963786253,4.7626416636665,5.05034529334936,6.59038028760373
"ENSG00000006432.17",9.57930624971227,8.75026295344484,8.36033297066053,7.18896101962356,7.25000445513307,7.69341158478283
"ENSG00000006451.9",11.2949025262263,11.2233391951497,10.5250801505144,10.8034426998509,10.8317363249384,10.2110885662462
"ENSG00000006453.15",9.63626473031267,9.64375144451544,9.26724175724626,9.14168430617891,9.20939086391865,8.72446664399962
"ENSG00000006459.12",10.6750661253626,9.2275193198274,8.8933479264659,9.45271444003259,8.89729767756329,9.63751629954122
"ENSG00000006468.16",8.17567207458216,10.2650264120997,8.73894858924233,9.91249583744691,8.59206086327792,8.9981981056664
"ENSG00000006530.19",8.66957856106057,8.29119807590924,8.71152169859758,8.49311785633251,8.63107266222775,8.51518362462072
"ENSG00000006534.18",7.06199568329194,8.82802769138296,7.80544562258825,7.01338096185463,7.15529695716072,6.4857387337211
"ENSG00000006555.12",11.058755263098,9.85942166892761,9.83516151953361,7.24598006827054,7.85286030192297,8.41743959922854
"ENSG00000006576.18",8.96819710151397,8.67508039562547,8.87493105192948,9.99787586656036,9.52688056080186,9.01625881338262
"ENSG00000006606.9",4.31581963786253,5.15565745092698,5.16051276382593,5.43154254048827,5.43759853706555,6.79020928747202
"ENSG00000006607.15",8.03075898403636,7.32484199029425,6.80137555249124,7.29177623775163,6.81065998632556,7.63400284772629
"ENSG00000006611.18",4.31581963786253,6.50788911359685,4.87325945878757,4.31581963786253,4.31581963786253,5.27785716504955
"ENSG00000006625.19",9.27551199786399,8.99742592221534,9.03552661801277,9.48022497222643,9.43524362177273,8.12970006506272
"ENSG00000006634.9",8.40441362154183,7.85482003593388,8.23084569081941,9.02371113546754,8.36546897787836,8.06647696179344
"ENSG00000006638.14",5.31281631320794,5.82341069443423,5.74117606093827,5.77423349196539,6.19902057557885,5.40695474089709
"ENSG00000006652.15",7.9999227320099,7.7714809795825,7.56424420446154,7.8375492799187,7.9977817225199,7.73167633326914
"ENSG00000006695.13",7.89650707796759,7.60343734028681,7.65414127532917,7.7361036727942,7.72814717132428,7.69341158478283
"ENSG00000006704.12",8.83883013685951,8.58830780593954,8.66580470199565,8.58667328713801,8.36546897787836,9.82320684437194
"ENSG00000006712.16",9.93592312190438,9.6130028845252,9.40400374892211,9.08646742766306,8.76684588628894,10.3966318741852
"ENSG00000006715.17",10.1770443725046,9.70677751660869,9.45650581214844,10.4660490304803,9.79203937590285,9.57279827181998
"ENSG00000006740.19",6.13931108475803,7.05572956946259,6.11319012665811,6.37861073081571,5.67388517919181,5.32303159708468
"ENSG00000006744.20",9.44909657205813,8.96051038721302,8.82143080586463,8.91550491768301,9.14624963750828,8.48209792392529
"ENSG00000006747.16",9.11579888183619,10.0764412647669,8.13060657446646,6.30574147798611,6.51421936466656,6.12931236554387
"ENSG00000006756.17",9.16643010215591,9.51269750374904,8.7355487320184,8.74433822965573,8.4377247577622,8.76473042352518
"ENSG00000006757.13",8.20297038128306,8.49991783234709,7.99452167809357,7.98284776157035,8.41105403274427,8.40963733667608
"ENSG00000006788.14",4.79303794540794,4.7692290120933,5.03256257932721,5.88553534365697,5.92432883749078,4.93093187478662
"ENSG00000006831.11",10.4348948828484,10.2068837406471,9.95089968280961,9.52619693866087,9.96806690986604,9.497713883983
"ENSG00000006837.12",6.11460779069182,6.12624784265932,6.15796491077217,6.30574147798611,6.5823490211138,7.37579062596635
"ENSG00000007001.15",4.98770101601255,4.87000509002123,4.63898737246823,4.63239926894253,4.64714037459381,4.31581963786253
"ENSG00000007038.12",5.66390693178068,4.95445244886591,4.95818779662526,6.03461259698621,4.78335963001729,4.75240386456637
"ENSG00000007047.17",8.14221050191687,8.41416089609544,8.42938633780297,8.45788582302785,9.40859450234093,10.0097172018879
"ENSG00000007062.13",8.46871896875155,10.3833151255324,8.74234041846255,5.98698657333496,5.11876742580862,5.48385828395645
"ENSG00000007080.12",8.57683239540233,8.98050564354224,9.04104163060621,8.8016100840566,9.17816647191668,8.4290639123486
"ENSG00000007129.19",5.45988382571167,5.3605623345872,5.31953784629886,5.34588424685296,5.11876742580862,5.0664006028227
"ENSG00000007168.16",11.34637868717,10.7200310817335,10.7350390431498,10.9447622315127,10.9755007352584,10.7274296787627
"ENSG00000007171.20",5.25779189908699,5.21190138993694,4.77190237463008,5.01817766908508,5.43759853706555,5.00226334815111
"ENSG00000007174.18",5.19884119707719,5.26442845860857,5.03256257932721,4.63239926894253,4.78335963001729,6.47008466287804
"ENSG00000007202.17",10.8057786747193,10.313062498825,10.0902735948473,10.401774603919,10.4320070935272,10.2021110863801
"ENSG00000007216.17",4.98770101601255,5.52678490618493,5.60748644583204,4.31581963786253,4.31581963786253,4.31581963786253
"ENSG00000007237.20",10.142365704033,9.58903839346723,9.40614099149156,9.67983770046691,9.32792667333295,8.42132485685344
"ENSG00000007255.11",5.73544818782593,6.38686127122269,6.71843559555986,6.66379525561522,7.50079734203931,6.95331488287368
"ENSG00000007264.16",5.31281631320794,6.29288441266875,5.74117606093827,6.7466761760464,5.83684244486627,5.48385828395645
"ENSG00000007306.16",11.7861838735063,8.99742592221534,7.71800251475135,4.7626416636665,4.31581963786253,6.81474280545211
"ENSG00000007312.15",4.79303794540794,6.36860968872619,6.64517936028154,5.54698074790585,5.43759853706555,5.32303159708468
"ENSG00000007341.20",7.67181164768689,7.24079226660996,7.42620320144136,7.40426816471403,7.49226526372491,8.28292924952959
"ENSG00000007372.25",4.31581963786253,5.63519243744964,4.63898737246823,5.38971983784604,4.31581963786253,6.31997323514841
"ENSG00000007376.9",6.71884513975355,6.99960132130365,7.45156822667813,6.94565664090635,7.59934643187335,7.35949985124172
"ENSG00000007384.16",8.33215344908341,8.06834590340502,7.8440561354876,7.88567849322159,7.99177816793797,8.0614956417025
"ENSG00000007392.18",9.27294748264755,8.51960174789529,8.90851712508384,8.97201139953092,9.03734183150433,8.89040246627752
"ENSG00000007402.13",5.89627617495716,6.73491994008817,6.01837458301654,5.61708853598677,5.60108986448072,5.85239588134196
"ENSG00000007516.16",5.92587957978424,7.05572956946259,6.50219513706043,6.12455652612888,5.52273141194985,5.79907913887737
"ENSG00000007520.5",7.41402676990313,8.56576941219247,8.47500106708601,7.98284776157035,8.82517045789698,7.99510373835543
"ENSG00000007541.18",6.44205845405928,7.54267181557348,7.78573946154729,7.37060749988487,7.53441806563344,7.41570829502506
"ENSG00000007545.17",7.50529467348839,7.32484199029425,7.60990754686743,7.43714031730125,8.05646650353852,8.09600516156445
"ENSG00000007866.22",9.06628719938586,8.98899066471511,9.10825264932692,9.65073817722593,9.1025619871503,9.43200819207398
"ENSG00000007908.16",6.23346290018779,6.08082714970016,7.94216756987006,6.37861073081571,7.917689906165,8.19933330153059
"ENSG00000007923.18",9.09851804814229,8.01927624117023,8.0171866972148,8.90683410752841,7.98574921570465,8.64371232807702
"ENSG00000007933.14",6.79475223633511,7.15134525488363,7.5719580611863,7.44523954598529,7.5509324036704,6.68735384907226
"ENSG00000007944.16",8.90662467322262,9.28604427944899,9.02164586886743,8.55369185020555,7.90495819069499,8.82747856282908
"ENSG00000007952.19",5.54652703435292,4.95445244886591,5.09940456516158,5.01817766908508,5.23915728879762,5.36597478671821
"ENSG00000007968.8",7.32648328235438,6.74876658414189,7.2147895458201,6.8498053896382,7.30974553176689,7.39189425194024
"ENSG00000008018.10",9.2073033240772,9.78511952371156,10.5581093903115,10.2377075595099,10.7206599689388,10.373829072031
"ENSG00000008056.15",5.13510606210382,5.3605623345872,5.16051276382593,5.01817766908508,5.23915728879762,6.12931236554387
"ENSG00000008083.15",10.0880029797056,9.05243116356758,9.13685918137589,10.410988152183,9.57958731734587,10.3648071524432
"ENSG00000008086.13",9.44682351148473,8.69943171416444,7.62480642456969,9.25527296258676,7.41305426225696,8.08131742740062
"ENSG00000008118.11",4.65402947732623,4.63708536597527,4.31581963786253,4.7626416636665,5.34395653324222,5.32303159708468
"ENSG00000008128.24",4.89898034367673,4.7692290120933,4.95818779662526,5.01817766908508,4.78335963001729,4.62511792755211
"ENSG00000008130.16",8.3370858957063,8.70974289918318,9.05200863062715,9.52619693866087,8.65018802101826,8.47464070633299
"ENSG00000008196.13",9.53933223667368,8.00813872058756,7.40903509264787,4.31581963786253,4.31581963786253,4.75240386456637
"ENSG00000008226.21",5.31281631320794,5.73337188719656,5.6764336436967,5.34588424685296,5.34395653324222,5.36597478671821
"ENSG00000008256.18",8.60977604031959,8.8437122059913,8.60000036620681,9.64206644737933,9.32079733425722,8.3578597890641
"ENSG00000008277.16",7.10972619598653,7.02232792463303,6.81471691710024,7.20822810366471,8.14020208609382,6.38885541159237
"ENSG00000008282.11",11.3937246274305,11.1979839207083,11.3051142985317,11.2004971780137,11.2481524519448,10.4325744741094
"ENSG00000008283.17",9.23128150449364,10.7790367053941,9.76697513902802,8.9355357472843,9.36305332224142,8.51518362462072
"ENSG00000008294.23",11.1206238048677,10.3074271216486,10.0498577036001,10.8887126312543,10.5237916666829,10.228877559117
"ENSG00000008300.17",5.73544818782593,5.6003212290789,5.53358604057122,6.59056963188747,5.63812148459441,5.55507970822694
"ENSG00000008311.17",10.311725463323,9.16651375022067,9.39111325708664,9.35631470265991,8.74212429646316,8.3899437476769
"ENSG00000008323.17",8.58099194892244,8.53515665409238,8.25959636154842,5.65042843668413,5.34395653324222,6.80253162515865
"ENSG00000008324.13",7.07408378262954,7.91575841165815,7.81195403041558,8.04765437575776,7.75682370206337,7.41570829502506
"ENSG00000008382.17",6.79475223633511,7.4628358616625,7.02355647632981,7.02435077261085,6.85201994627134,6.61881546676152
"ENSG00000008394.14",10.8605602375919,10.3950524919599,10.7611369072641,9.12434404839441,9.12457159614639,6.70064954169171
"ENSG00000008405.13",8.11371434229679,7.58848940966041,7.33818082104737,8.5199342975082,8.21929941338363,7.38386555595951
"ENSG00000008441.19",11.5362058115767,11.4432627579532,10.8071167233365,9.82480649246685,9.60718892382253,8.90155303268569
"ENSG00000008513.18",9.61617991333218,9.03614930253172,9.35395086275268,10.3247840871249,8.74923112571464,9.31605789334241
"ENSG00000008516.20",5.54652703435292,5.56422340538241,6.36050523918219,6.08041839000596,5.77452585598133,6.12931236554387
"ENSG00000008517.20",8.28187104643946,8.88673961273274,9.4871123409105,11.0467876872024,10.4977069581417,9.04167269645173
"ENSG00000008710.20",8.15903924522937,8.38439570172832,8.0777196551735,8.12472988828172,7.95521574294637,8.54396573677416
"ENSG00000008735.15",5.98292310566489,6.21234536485993,6.01837458301654,5.88553534365697,5.89590071422041,6.31997323514841
"ENSG00000008838.22",8.97768251667737,8.76351955747129,9.5031737483432,8.86267783356367,8.97812099779465,8.94261398130514
"ENSG00000008853.19",6.57033179014546,7.05572956946259,7.33818082104737,7.8375492799187,7.62294494716165,7.5435267257721
"ENSG00000008869.13",10.0101255703935,9.37930786279645,9.41253375516739,8.73783143201165,9.15963444128598,8.92359803022225
"ENSG00000008952.18",12.1450017489734,13.3402610575933,12.5226042449579,12.6551500078718,12.7948382899253,12.5360017094391
"ENSG00000008988.12",13.6761761614743,14.5368152175902,14.4830176880237,13.987213939385,15.0147716268349,15.0507442917416
"ENSG00000009307.18",13.4295091258818,13.4281612891033,13.1545597038663,13.0432745012237,12.9432888997208,13.8925235407089
"ENSG00000009335.20",10.2082284594803,9.61117354719183,9.84464433955642,10.20864762089,10.3149851501701,10.0922127285418
"ENSG00000009413.17",9.86281506573004,9.17892347225559,8.86563337225578,8.92698525228871,8.51488277323261,9.90294821404753
"ENSG00000009694.14",6.92150808868953,6.33130860029619,5.83163232560339,7.49287905421495,6.30611618706631,6.42196054332503
"ENSG00000009709.14",4.31581963786253,4.31581963786253,4.31581963786253,5.0837374749334,4.31581963786253,6.89727782827546
"ENSG00000009724.19",7.67964399929937,6.87995036059935,6.87952458243318,7.01338096185463,6.67839234891303,7.11866034773714
"ENSG00000009765.16",4.98770101601255,5.95916899031661,4.95818779662526,4.31581963786253,4.31581963786253,4.93093187478662
"ENSG00000009780.17",8.41843832232233,8.12095894284254,8.37353657574392,8.1978575928786,8.59206086327792,8.05148051952654
"ENSG00000009790.16",6.86662472602094,7.14104161635857,7.36517267990936,7.10910226862532,6.28541239407858,6.1497470179794
"ENSG00000009830.14",7.45124779391157,7.32484199029425,7.80544562258825,7.7426609965144,8.43331396439206,7.351282874515
"ENSG00000009844.17",10.1310900219217,9.83925026738053,10.0728989708203,10.1140225924802,9.91858008601738,10.3778207672556
"ENSG00000009950.17",5.41344033171534,5.15565745092698,6.01837458301654,5.25100575812387,5.43759853706555,6.67392479272984
"ENSG00000009954.11",11.057267095063,10.6062263315367,10.4852282486325,11.2034456439805,10.9770119000095,11.0448325758975
"ENSG00000010017.14",11.7789794362735,11.4360515284749,10.8030704592027,10.4048523320053,10.4275925118149,10.0934270604206
